recordType,id,ox,oy,dx,dy,origin,destination,departure_time,tripDate,destCity
TAZ,29,45.34185384790,-93.39340349990,44.948164,-93.091434,"45.3418538479, -93.3934034999","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,30,45.35774903180,-93.40425015740,44.948164,-93.091434,"45.3577490318, -93.4042501574","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,31,45.37733549120,-93.43559793310,44.948164,-93.091434,"45.3773354912, -93.4355979331","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,32,45.37559914580,-93.48483547490,44.948164,-93.091434,"45.3755991458, -93.4848354749","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,33,45.34615681120,-93.49011081960,44.948164,-93.091434,"45.3461568112, -93.4901108196","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,34,45.34928017150,-93.44324057180,44.948164,-93.091434,"45.3492801715, -93.4432405718","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,35,45.31528820920,-93.43259733280,44.948164,-93.091434,"45.3152882092, -93.4325973328","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,36,45.30836233670,-93.47090707070,44.948164,-93.091434,"45.3083623367, -93.4709070707","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,37,45.31594455950,-93.49493001820,44.948164,-93.091434,"45.3159445595, -93.4949300182","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,38,45.28246218040,-93.50175147370,44.948164,-93.091434,"45.2824621804, -93.5017514737","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,39,45.29227804260,-93.47338696860,44.948164,-93.091434,"45.2922780426, -93.4733869686","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,40,45.29293489990,-93.43020728500,44.948164,-93.091434,"45.2929348999, -93.430207285","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,41,45.29272593720,-93.39444561490,44.948164,-93.091434,"45.2927259372, -93.3944456149","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,42,45.28062464880,-93.46786264580,44.948164,-93.091434,"45.2806246488, -93.4678626458","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,43,45.26061388060,-93.49879477410,44.948164,-93.091434,"45.2606138806, -93.4987947741","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,44,45.25970249790,-93.47837985620,44.948164,-93.091434,"45.2597024979, -93.4783798562","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,45,45.26343381720,-93.46632312940,44.948164,-93.091434,"45.2634338172, -93.4663231294","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,46,45.26647156910,-93.44993504760,44.948164,-93.091434,"45.2664715691, -93.4499350476","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,47,45.27960050030,-93.42767170490,44.948164,-93.091434,"45.2796005003, -93.4276717049","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,48,45.26886581760,-93.42770194140,44.948164,-93.091434,"45.2688658176, -93.4277019414","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,49,45.27460646540,-93.41040319020,44.948164,-93.091434,"45.2746064654, -93.4104031902","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,50,45.25443732250,-93.43458251700,44.948164,-93.091434,"45.2544373225, -93.434582517","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,51,45.25691933850,-93.41777820180,44.948164,-93.091434,"45.2569193385, -93.4177782018","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,52,45.25475008220,-93.39828747810,44.948164,-93.091434,"45.2547500822, -93.3982874781","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,53,45.24024711970,-93.39455661440,44.948164,-93.091434,"45.2402471197, -93.3945566144","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,54,45.24165072660,-93.40656605240,44.948164,-93.091434,"45.2416507266, -93.4065660524","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,55,45.23095315110,-93.41415120370,44.948164,-93.091434,"45.2309531511, -93.4141512037","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,56,45.24186982320,-93.42029982740,44.948164,-93.091434,"45.2418698232, -93.4202998274","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,57,45.24082646660,-93.43813466910,44.948164,-93.091434,"45.2408264666, -93.4381346691","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,58,45.24674369770,-93.45969388200,44.948164,-93.091434,"45.2467436977, -93.459693882","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,59,45.23974832560,-93.45911394560,44.948164,-93.091434,"45.2397483256, -93.4591139456","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,60,45.24239761060,-93.47753781990,44.948164,-93.091434,"45.2423976106, -93.4775378199","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,61,45.24582513100,-93.49508606870,44.948164,-93.091434,"45.245825131, -93.4950860687","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,62,45.23338998400,-93.48264353950,44.948164,-93.091434,"45.233389984, -93.4826435395","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,63,45.23396224690,-93.45909676960,44.948164,-93.091434,"45.2339622469, -93.4590967696","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,64,45.22908080660,-93.44076381400,44.948164,-93.091434,"45.2290808066, -93.440763814","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,65,45.22115089510,-93.44305914910,44.948164,-93.091434,"45.2211508951, -93.4430591491","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,66,45.22263149660,-93.42438188470,44.948164,-93.091434,"45.2226314966, -93.4243818847","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,67,45.22093157120,-93.41424091120,44.948164,-93.091434,"45.2209315712, -93.4142409112","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,68,45.20954051120,-93.41561201540,44.948164,-93.091434,"45.2095405112, -93.4156120154","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,69,45.19896845640,-93.40196424130,44.948164,-93.091434,"45.1989684564, -93.4019642413","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,70,45.20292788560,-93.39335886480,44.948164,-93.091434,"45.2029278856, -93.3933588648","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,71,45.21207003920,-93.40148962460,44.948164,-93.091434,"45.2120700392, -93.4014896246","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,72,45.22047343520,-93.40020057300,44.948164,-93.091434,"45.2204734352, -93.400200573","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,73,45.21747470340,-93.39074438440,44.948164,-93.091434,"45.2174747034, -93.3907443844","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,74,45.23638882790,-93.38505906280,44.948164,-93.091434,"45.2363888279, -93.3850590628","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,75,45.26198080520,-93.38734889030,44.948164,-93.091434,"45.2619808052, -93.3873488903","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,76,45.27956544320,-93.39649006760,44.948164,-93.091434,"45.2795654432, -93.3964900676","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,77,45.27615195630,-93.37711433410,44.948164,-93.091434,"45.2761519563, -93.3771143341","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,78,45.28953720080,-93.36489203770,44.948164,-93.091434,"45.2895372008, -93.3648920377","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,79,45.28739458000,-93.35204256700,44.948164,-93.091434,"45.28739458, -93.352042567","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,80,45.26438848100,-93.36393880690,44.948164,-93.091434,"45.264388481, -93.3639388069","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,81,45.26585070390,-93.35180974320,44.948164,-93.091434,"45.2658507039, -93.3518097432","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,82,45.24108028590,-93.36315580250,44.948164,-93.091434,"45.2410802859, -93.3631558025","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,83,45.22759972410,-93.33996553550,44.948164,-93.091434,"45.2275997241, -93.3399655355","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,84,45.24907429210,-93.32879696950,44.948164,-93.091434,"45.2490742921, -93.3287969695","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,85,45.26954605220,-93.33656254360,44.948164,-93.091434,"45.2695460522, -93.3365625436","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,86,45.28719829030,-93.33669761210,44.948164,-93.091434,"45.2871982903, -93.3366976121","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,87,45.28048094460,-93.31614141250,44.948164,-93.091434,"45.2804809446, -93.3161414125","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,88,45.28728699450,-93.29665621520,44.948164,-93.091434,"45.2872869945, -93.2966562152","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,89,45.26958203290,-93.29573704730,44.948164,-93.091434,"45.2695820329, -93.2957370473","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,90,45.28567808340,-93.27742637150,44.948164,-93.091434,"45.2856780834, -93.2774263715","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,91,45.26924301600,-93.27315734510,44.948164,-93.091434,"45.269243016, -93.2731573451","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,92,45.25914511210,-93.27499418000,44.948164,-93.091434,"45.2591451121, -93.27499418","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,93,45.25582602310,-93.29739763640,44.948164,-93.091434,"45.2558260231, -93.2973976364","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,94,45.24532112930,-93.27405621870,44.948164,-93.091434,"45.2453211293, -93.2740562187","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,95,45.24153465740,-93.29277709120,44.948164,-93.091434,"45.2415346574, -93.2927770912","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,96,45.23916217780,-93.31118829840,44.948164,-93.091434,"45.2391621778, -93.3111882984","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,97,45.21701209010,-93.38327631190,44.948164,-93.091434,"45.2170120901, -93.3832763119","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,98,45.21485553920,-93.36881672760,44.948164,-93.091434,"45.2148555392, -93.3688167276","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,99,45.21154226950,-93.35009249280,44.948164,-93.091434,"45.2115422695, -93.3500924928","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,100,45.20937188830,-93.33598485920,44.948164,-93.091434,"45.2093718883, -93.3359848592","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,101,45.20406714940,-93.32444557850,44.948164,-93.091434,"45.2040671494, -93.3244455785","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,102,45.20513224820,-93.31258637460,44.948164,-93.091434,"45.2051322482, -93.3125863746","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,103,45.21458361530,-93.31785600760,44.948164,-93.091434,"45.2145836153, -93.3178560076","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,104,45.21790403910,-93.31490527190,44.948164,-93.091434,"45.2179040391, -93.3149052719","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,105,45.22554058530,-93.31679077240,44.948164,-93.091434,"45.2255405853, -93.3167907724","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,106,45.23052055000,-93.29422766310,44.948164,-93.091434,"45.23052055, -93.2942276631","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,107,45.22444382730,-93.29382516950,44.948164,-93.091434,"45.2244438273, -93.2938251695","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,108,45.22613746210,-93.27336004810,44.948164,-93.091434,"45.2261374621, -93.2733600481","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,109,45.21584556530,-93.28559134840,44.948164,-93.091434,"45.2158455653, -93.2855913484","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,110,45.20442191070,-93.28621898510,44.948164,-93.091434,"45.2044219107, -93.2862189851","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,111,45.21521052790,-93.25009913100,44.948164,-93.091434,"45.2152105279, -93.250099131","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,112,45.22720886690,-93.24933572170,44.948164,-93.091434,"45.2272088669, -93.2493357217","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,113,45.24542063080,-93.25028893670,44.948164,-93.091434,"45.2454206308, -93.2502889367","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,114,45.26057611170,-93.24933833370,44.948164,-93.091434,"45.2605761117, -93.2493383337","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,115,45.27634105780,-93.24930559300,44.948164,-93.091434,"45.2763410578, -93.249305593","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,116,45.29219040410,-93.25095658230,44.948164,-93.091434,"45.2921904041, -93.2509565823","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,117,45.29141187920,-93.21852598700,44.948164,-93.091434,"45.2914118792, -93.218525987","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,118,45.27528871630,-93.21302083340,44.948164,-93.091434,"45.2752887163, -93.2130208334","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,119,45.25713202440,-93.21876116840,44.948164,-93.091434,"45.2571320244, -93.2187611684","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,120,45.24120113710,-93.22500701100,44.948164,-93.091434,"45.2412011371, -93.225007011","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,121,45.22712034790,-93.22392847130,44.948164,-93.091434,"45.2271203479, -93.2239284713","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,122,45.21516218480,-93.22429875410,44.948164,-93.091434,"45.2151621848, -93.2242987541","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,123,45.21752438130,-93.18574387820,44.948164,-93.091434,"45.2175243813, -93.1857438782","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,124,45.22662084310,-93.19923793330,44.948164,-93.091434,"45.2266208431, -93.1992379333","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,125,45.23781098530,-93.20188796060,44.948164,-93.091434,"45.2378109853, -93.2018879606","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,126,45.25335349290,-93.19311595220,44.948164,-93.091434,"45.2533534929, -93.1931159522","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,127,45.27324437150,-93.17144329570,44.948164,-93.091434,"45.2732443715, -93.1714432957","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,128,45.25310859390,-93.16816732730,44.948164,-93.091434,"45.2531085939, -93.1681673273","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,129,45.23296894910,-93.17283774220,44.948164,-93.091434,"45.2329689491, -93.1728377422","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,130,45.24103561030,-93.15041986810,44.948164,-93.091434,"45.2410356103, -93.1504198681","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,131,45.28956336530,-93.17305280530,44.948164,-93.091434,"45.2895633653, -93.1730528053","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,132,45.30507317600,-93.15284321380,44.948164,-93.091434,"45.305073176, -93.1528432138","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,133,45.31013081440,-93.18053765150,44.948164,-93.091434,"45.3101308144, -93.1805376515","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,134,45.30886271020,-93.22205904310,44.948164,-93.091434,"45.3088627102, -93.2220590431","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,135,45.30882577230,-93.25038922570,44.948164,-93.091434,"45.3088257723, -93.2503892257","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,136,45.33790721770,-93.25112098490,44.948164,-93.091434,"45.3379072177, -93.2511209849","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,137,45.36338023490,-93.25111333480,44.948164,-93.091434,"45.3633802349, -93.2511133348","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,138,45.34585418920,-93.21418900230,44.948164,-93.091434,"45.3458541892, -93.2141890023","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,139,45.34080241180,-93.16903482670,44.948164,-93.091434,"45.3408024118, -93.1690348267","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,140,45.37482854610,-93.17073526380,44.948164,-93.091434,"45.3748285461, -93.1707352638","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,141,45.38288252310,-93.21977674830,44.948164,-93.091434,"45.3828825231, -93.2197767483","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,142,45.38478203880,-93.25013145130,44.948164,-93.091434,"45.3847820388, -93.2501314513","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,143,45.40668670990,-93.24849550600,44.948164,-93.091434,"45.4066867099, -93.248495506","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,144,45.40073197260,-93.18395359850,44.948164,-93.091434,"45.4007319726, -93.1839535985","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,145,45.39895955360,-93.12104653020,44.948164,-93.091434,"45.3989595536, -93.1210465302","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,146,45.39982480540,-93.06119136660,44.948164,-93.091434,"45.3998248054, -93.0611913666","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,147,45.37048734060,-93.04717345420,44.948164,-93.091434,"45.3704873406, -93.0471734542","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,148,45.37810656840,-93.09506857780,44.948164,-93.091434,"45.3781065684, -93.0950685778","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,149,45.36634887060,-93.12751474700,44.948164,-93.091434,"45.3663488706, -93.127514747","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,150,45.34203563020,-93.08142751830,44.948164,-93.091434,"45.3420356302, -93.0814275183","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,151,45.30644411560,-93.08115815790,44.948164,-93.091434,"45.3064441156, -93.0811581579","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,152,45.26973614340,-93.11214205760,44.948164,-93.091434,"45.2697361434, -93.1121420576","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,153,45.27397231640,-93.06103524710,44.948164,-93.091434,"45.2739723164, -93.0610352471","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,154,45.26523647400,-93.03621319000,44.948164,-93.091434,"45.265236474, -93.03621319","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,155,45.22941676310,-93.02460550620,44.948164,-93.091434,"45.2294167631, -93.0246055062","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,156,45.23136316520,-93.03923356440,44.948164,-93.091434,"45.2313631652, -93.0392335644","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,157,45.23442362800,-93.05846534050,44.948164,-93.091434,"45.234423628, -93.0584653405","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,158,45.22569158470,-93.07781570880,44.948164,-93.091434,"45.2256915847, -93.0778157088","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,159,45.23355320650,-93.11184190110,44.948164,-93.091434,"45.2335532065, -93.1118419011","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,160,45.20359865280,-93.07191324790,44.948164,-93.091434,"45.2035986528, -93.0719132479","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,161,45.18471014820,-93.04775956220,44.948164,-93.091434,"45.1847101482, -93.0477595622","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,162,45.18722612910,-93.02497613240,44.948164,-93.091434,"45.1872261291, -93.0249761324","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,163,45.13981305030,-93.02986211740,44.948164,-93.091434,"45.1398130503, -93.0298621174","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,164,45.14708901770,-93.04570832400,44.948164,-93.091434,"45.1470890177, -93.045708324","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,165,45.13431548850,-93.07263960880,44.948164,-93.091434,"45.1343154885, -93.0726396088","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,166,45.15567560170,-93.07941994510,44.948164,-93.091434,"45.1556756017, -93.0794199451","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,167,45.17509204140,-93.09360073230,44.948164,-93.091434,"45.1750920414, -93.0936007323","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,168,45.15331309070,-93.11793603080,44.948164,-93.091434,"45.1533130907, -93.1179360308","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,169,45.13443647970,-93.10640959010,44.948164,-93.091434,"45.1344364797, -93.1064095901","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,170,45.13214108260,-93.13687348460,44.948164,-93.091434,"45.1321410826, -93.1368734846","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,171,45.14391162150,-93.14353969730,44.948164,-93.091434,"45.1439116215, -93.1435396973","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,172,45.13267516170,-93.15640379860,44.948164,-93.091434,"45.1326751617, -93.1564037986","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
TAZ,173,45.13009804850,-93.17276647980,44.948164,-93.091434,"45.1300980485, -93.1727664798","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul
